vid1_path,vid1_start_priming_1,vid1_end_priming_1,vid1_start_priming_2,vid1_end_priming_2,vid1_label,vid2_path,vid2_start_priming_1,vid2_end_priming_1,vid2_start_priming_2,vid2_end_priming_2,vid2_label
gravity/center__gravity__greycup__redcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__redcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__redhexagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__redhexagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__redhexagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__redhexagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__watch__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__watch__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__watch__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__watch__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__yellowcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__yellowcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__yellowcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__yellowcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__yellowpentagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__yellowpentagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__greycup__yellowpentagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__greycup__yellowpentagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blackcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blackcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blackcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blackcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueclover__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueclover__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__bluecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__bluecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__bluecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__bluecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueoval__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueoval__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__blueoval__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__blueoval__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__bluestar__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__bluestar__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__bluestar__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__bluestar__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__browncrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__browncrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__browncrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__browncrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__duck__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__duck__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__duck__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__duck__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__egg__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__egg__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greencrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greencrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greencrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greencrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenoctagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenoctagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenrectangle2__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenrectangle2__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenrectangle2__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenrectangle2__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenrectangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenrectangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__greenrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__greenrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__orangecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__orangecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__orangecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__orangecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__pepper__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__pepper__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__pepper__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__pepper__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant1__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant1__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant1__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant1__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant3__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant3__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant3__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant3__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant4__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant4__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__plant4__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__plant4__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__purplecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__purplecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__purplecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__purplecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redhexagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redhexagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redhexagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redhexagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redpepper__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redpepper__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redpepper__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redpepper__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redtrapezoid__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redtrapezoid__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redtrapezoid__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redtrapezoid__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redtriangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redtriangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__redtriangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__redtriangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__salt__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__salt__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__salt__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__salt__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__watch__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__watch__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__watch__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__watch__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowparallelogram__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowparallelogram__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowparallelogram__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowparallelogram__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowpentagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowpentagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowpentagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowpentagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowrectangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowrectangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__orangebowl__yellowrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__orangebowl__yellowrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__blackcrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__blackcrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__blackcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__blackcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__blueball__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__blueball__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__blueball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__blueball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__blueclover__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__blueclover__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__bluecrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__bluecrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__bluecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__bluecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__bluestar__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__bluestar__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__bluestar__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__bluestar__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__browncrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__browncrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__browncrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__browncrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__duck__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__duck__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__duck__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__duck__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__egg__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__egg__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__greencrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__greencrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__greencrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__greencrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__greenoctagon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__greenoctagon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__greenrectangle__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__greenrectangle__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__greenrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__greenrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__orangecrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__orangecrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__orangecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__orangecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__plant1__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__plant1__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__plant1__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__plant1__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__plant3__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__plant3__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__plant3__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__plant3__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__plant4__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__plant4__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__plant4__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__plant4__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__redball__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__redball__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__redball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__redball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__redcrayon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__redcrayon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__redcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__redcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__redhexagon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__redhexagon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__redhexagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__redhexagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__watch__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__watch__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__watch__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__watch__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__yellowball__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__yellowball__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__yellowball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__yellowball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__pinkbowl__yellowpentagon__ui.mp4,0,0,180,194,possible,gravity/center__gravity__pinkbowl__yellowpentagon__uv.mp4,0,0,180,194,impossible
gravity/center__gravity__pinkbowl__yellowpentagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__pinkbowl__yellowpentagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__blueball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__blueball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__blueball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__blueball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__blueclover__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__blueclover__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__bluestar__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__bluestar__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__bluestar__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__bluestar__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__duck__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__duck__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__duck__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__duck__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__egg__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__egg__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__greenoctagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__greenoctagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant1__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant1__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant1__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant1__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant3__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant3__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant3__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant3__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant4__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant4__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__plant4__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__plant4__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redhexagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redhexagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redhexagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redhexagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redpepper__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redpepper__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__redpepper__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__redpepper__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__watch__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__watch__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__watch__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__watch__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__yellowball__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__yellowball__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__yellowball__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__yellowball__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__yellowpentagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__yellowpentagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__purplebowl__yellowpentagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__purplebowl__yellowpentagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__redbowl__egg__ui.mp4,0,0,150,164,possible,gravity/center__gravity__redbowl__egg__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__redbowl__egg__cv.mp4,0,0,150,164,possible,gravity/center__gravity__redbowl__egg__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blackcrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blackcrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blackcrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blackcrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blueclover__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blueclover__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blueclover__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blueclover__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__bluecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__bluecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__bluecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__bluecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blueoval__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blueoval__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__blueoval__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__blueoval__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__bluestar__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__bluestar__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__bluestar__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__bluestar__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__browncrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__browncrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__browncrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__browncrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__duck__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__duck__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__duck__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__duck__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greencrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greencrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greencrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greencrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenoctagon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenoctagon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenoctagon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenoctagon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenrectangle2__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenrectangle2__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenrectangle2__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenrectangle2__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenrectangle__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenrectangle__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__greenrectangle__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__greenrectangle__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__orangecrayon__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__orangecrayon__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__orangecrayon__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__orangecrayon__ci.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__pepper__ui.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__pepper__uv.mp4,0,0,150,164,impossible
gravity/center__gravity__tealbowl__pepper__cv.mp4,0,0,150,164,possible,gravity/center__gravity__tealbowl__pepper__ci.mp4,0,0,150,164,impossible
