vid1_path,vid1_start_priming_1,vid1_end_priming_1,vid1_start_priming_2,vid1_end_priming_2,vid1_label,vid2_path,vid2_start_priming_1,vid2_end_priming_1,vid2_start_priming_2,vid2_end_priming_2,vid2_label
solidity/left__solidity__pot1__redhexagon__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__redhexagon__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__redhexagon__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__redhexagon__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot1__redtrapezoid__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__redtrapezoid__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__redtrapezoid__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__redtrapezoid__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot1__redtriangle__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__redtriangle__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__redtriangle__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__redtriangle__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot1__yellowparallelogram__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__yellowparallelogram__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__yellowparallelogram__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__yellowparallelogram__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot1__yellowpentagon__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__yellowpentagon__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__yellowpentagon__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__yellowpentagon__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot1__yellowrectangle__ui.mp4,0,0,153,167,possible,solidity/left__solidity__pot1__yellowrectangle__uv.mp4,0,0,153,167,impossible
solidity/left__solidity__pot1__yellowrectangle__cv.mp4,0,0,168,182,possible,solidity/left__solidity__pot1__yellowrectangle__ci.mp4,0,0,168,182,impossible
solidity/left__solidity__pot2__duck__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot2__duck__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot2__duck__cv.mp4,0,0,152,166,possible,solidity/left__solidity__pot2__duck__ci.mp4,0,0,152,166,impossible
solidity/left__solidity__pot2__egg__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot2__egg__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot2__egg__cv.mp4,0,0,152,166,possible,solidity/left__solidity__pot2__egg__ci.mp4,0,0,152,166,impossible
solidity/left__solidity__pot2__watch__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot2__watch__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot2__watch__cv.mp4,0,0,152,166,possible,solidity/left__solidity__pot2__watch__ci.mp4,0,0,152,166,impossible
solidity/left__solidity__pot6__apple1__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple1__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple1__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple1__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple2__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple2__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple2__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple2__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple3__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple3__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple3__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple3__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple4__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple4__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__apple4__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__apple4__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__bigduck__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__bigduck__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__bigduck__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__bigduck__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__blueclover__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__blueclover__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__blueclover__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__blueclover__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book1__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book1__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book1__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book1__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book2__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book2__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book2__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book2__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book3__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book3__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book3__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book3__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book4__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book4__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__book4__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__book4__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__duck__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__duck__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__duck__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__duck__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__egg__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__egg__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__egg__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__egg__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__garlic__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__garlic__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__garlic__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__garlic__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__greenoctagon__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__greenoctagon__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__greenoctagon__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__greenoctagon__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__greenrectangle2__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__greenrectangle2__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__greenrectangle2__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__greenrectangle2__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__onion__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__onion__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__onion__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__onion__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pear__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pear__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pear__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pear__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pepper__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pepper__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pepper__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pepper__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__plant1__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__plant1__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__plant1__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__plant1__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__plant2__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__plant2__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__plant2__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__plant2__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__potato__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__potato__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__potato__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__potato__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pumpkin__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pumpkin__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__pumpkin__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__pumpkin__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__redhexagon__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__redhexagon__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__redhexagon__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__redhexagon__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__salt__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__salt__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__salt__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__salt__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__scrubbrush__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__scrubbrush__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__scrubbrush__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__scrubbrush__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__tomato__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__tomato__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__tomato__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__tomato__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__watch__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__watch__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__watch__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__watch__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__yellowpentagon__ui.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__yellowpentagon__uv.mp4,0,0,150,164,impossible
solidity/left__solidity__pot6__yellowpentagon__cv.mp4,0,0,150,164,possible,solidity/left__solidity__pot6__yellowpentagon__ci.mp4,0,0,150,164,impossible
solidity/left__solidity__pot7__apple1__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__apple1__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__apple1__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__apple1__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__apple2__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__apple2__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__apple2__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__apple2__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__apple3__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__apple3__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__apple3__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__apple3__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__apple4__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__apple4__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__apple4__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__apple4__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__duck__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__duck__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__duck__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__duck__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__egg__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__egg__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__egg__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__egg__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__eggplant__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__eggplant__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__eggplant__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__eggplant__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__garlic__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__garlic__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__garlic__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__garlic__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__greenpumpkin__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__greenpumpkin__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__greenpumpkin__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__greenpumpkin__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__onion__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__onion__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__onion__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__onion__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__pear__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__pear__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__pear__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__pear__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__pepper__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__pepper__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__pepper__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__pepper__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__plant1__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__plant1__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__plant1__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__plant1__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__plant2__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__plant2__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__plant2__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__plant2__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__plant3__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__plant3__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__plant3__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__plant3__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__plant4__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__plant4__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__plant4__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__plant4__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__potato__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__potato__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__potato__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__potato__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__pumpkin__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__pumpkin__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__pumpkin__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__pumpkin__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__salt__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__salt__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__salt__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__salt__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__tomato__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__tomato__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__tomato__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__tomato__ci.mp4,0,0,155,169,impossible
solidity/left__solidity__pot7__watch__ui.mp4,0,0,152,166,possible,solidity/left__solidity__pot7__watch__uv.mp4,0,0,152,166,impossible
solidity/left__solidity__pot7__watch__cv.mp4,0,0,155,169,possible,solidity/left__solidity__pot7__watch__ci.mp4,0,0,155,169,impossible
solidity/right__solidity__greycup__blueclover__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__blueclover__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__blueclover__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__blueclover__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__duck__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__duck__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__duck__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__duck__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__egg__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__egg__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__egg__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__egg__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__greenoctagon__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__greenoctagon__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__greenoctagon__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__greenoctagon__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__pepper__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__pepper__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__pepper__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__pepper__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__plant1__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__plant1__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__plant1__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__plant1__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__redhexagon__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__redhexagon__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__redhexagon__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__redhexagon__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__salt__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__salt__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__salt__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__salt__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__scrubbrush__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__scrubbrush__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__scrubbrush__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__scrubbrush__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__watch__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__watch__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__watch__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__watch__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__yellowpentagon__ui.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__yellowpentagon__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__greycup__yellowpentagon__cv.mp4,0,0,150,164,possible,solidity/right__solidity__greycup__yellowpentagon__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot1__blueclover__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__blueclover__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__blueclover__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__blueclover__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__blueoval__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__blueoval__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__blueoval__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__blueoval__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__bluestar__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__bluestar__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__bluestar__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__bluestar__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__greenoctagon__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__greenoctagon__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__greenoctagon__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__greenoctagon__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__greenrectangle2__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__greenrectangle2__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__greenrectangle2__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__greenrectangle2__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__greenrectangle__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__greenrectangle__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__greenrectangle__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__greenrectangle__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__redhexagon__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__redhexagon__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__redhexagon__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__redhexagon__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__redtrapezoid__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__redtrapezoid__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__redtrapezoid__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__redtrapezoid__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__redtriangle__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__redtriangle__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__redtriangle__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__redtriangle__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__yellowparallelogram__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__yellowparallelogram__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__yellowparallelogram__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__yellowparallelogram__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__yellowpentagon__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__yellowpentagon__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__yellowpentagon__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__yellowpentagon__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot1__yellowrectangle__ui.mp4,0,0,153,167,possible,solidity/right__solidity__pot1__yellowrectangle__uv.mp4,0,0,153,167,impossible
solidity/right__solidity__pot1__yellowrectangle__cv.mp4,0,0,168,182,possible,solidity/right__solidity__pot1__yellowrectangle__ci.mp4,0,0,168,182,impossible
solidity/right__solidity__pot2__duck__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot2__duck__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot2__duck__cv.mp4,0,0,152,166,possible,solidity/right__solidity__pot2__duck__ci.mp4,0,0,152,166,impossible
solidity/right__solidity__pot2__egg__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot2__egg__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot2__egg__cv.mp4,0,0,152,166,possible,solidity/right__solidity__pot2__egg__ci.mp4,0,0,152,166,impossible
solidity/right__solidity__pot2__watch__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot2__watch__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot2__watch__cv.mp4,0,0,152,166,possible,solidity/right__solidity__pot2__watch__ci.mp4,0,0,152,166,impossible
solidity/right__solidity__pot6__apple1__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple1__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple1__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple1__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple2__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple2__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple2__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple2__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple3__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple3__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple3__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple3__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple4__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple4__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__apple4__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__apple4__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__bigduck__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__bigduck__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__bigduck__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__bigduck__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__blueclover__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__blueclover__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__blueclover__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__blueclover__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book1__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book1__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book1__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book1__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book2__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book2__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book2__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book2__ci.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book3__ui.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book3__uv.mp4,0,0,150,164,impossible
solidity/right__solidity__pot6__book3__cv.mp4,0,0,150,164,possible,solidity/right__solidity__pot6__book3__ci.mp4,0,0,150,164,impossible
